SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,YF_SYMBOL
NGLFINE,NGL Fine-Chem Limited,EQ,08-JUL-2022,5,1,INE887E01022,5,NGLFINE.NS
NH,Narayana Hrudayalaya Ltd.,EQ,06-JAN-2016,10,1,INE410P01011,10,NH.NS
NHPC,NHPC Limited,EQ,01-SEP-2009,10,1,INE848E01016,10,NHPC.NS
NIACL,The New India Assurance Company Limited,EQ,13-NOV-2017,5,1,INE470Y01017,5,NIACL.NS
NIBE,NIBE Limited,EQ,07-FEB-2025,10,1,INE149O01018,10,NIBE.NS
NIBL,NRB Industrial Bearings Limited,EQ,09-APR-2013,2,1,INE047O01014,2,NIBL.NS
NIITLTD,NIIT Limited,EQ,16-AUG-2004,2,1,INE161A01038,2,NIITLTD.NS
NIITMTS,NIIT Learning Systems Limited,EQ,08-AUG-2023,2,1,INE342G01023,2,NIITMTS.NS
NILAINFRA,Nila Infrastructures Limited,EQ,21-MAY-2015,1,1,INE937C01029,1,NILAINFRA.NS
NILASPACES,Nila Spaces Limited,BE,28-DEC-2018,1,1,INE00S901012,1,NILASPACES.NS
NILKAMAL,Nilkamal Limited,EQ,01-NOV-1995,10,1,INE310A01015,10,NILKAMAL.NS
NINSYS,NINtec Systems Limited,EQ,21-FEB-2023,10,1,INE395U01014,10,NINSYS.NS
NIPPOBATRY,Indo-National Limited,EQ,06-OCT-1999,5,1,INE567A01028,5,NIPPOBATRY.NS
NIRAJ,Niraj Cement Structurals Limited,EQ,01-OCT-2020,10,1,INE368I01016,10,NIRAJ.NS
NIRAJISPAT,Niraj Ispat Industries Limited,EQ,27-OCT-2016,10,1,INE326T01011,10,NIRAJISPAT.NS
NITCO,Nitco Limited,EQ,21-MAR-2006,10,1,INE858F01012,10,NITCO.NS
NITINSPIN,Nitin Spinners Limited,EQ,02-FEB-2006,10,1,INE229H01012,10,NITINSPIN.NS
NITIRAJ,Nitiraj Engineers Limited,EQ,22-APR-2021,10,1,INE439T01012,10,NITIRAJ.NS
NIVABUPA,Niva Bupa Health Insurance Company Limited,EQ,14-NOV-2024,10,1,INE995S01015,10,NIVABUPA.NS
NKIND,NK Industries Limited,EQ,07-JUL-1995,10,1,INE542C01019,10,NKIND.NS
NLCINDIA,NLC India Limited,EQ,23-AUG-2000,10,1,INE589A01014,10,NLCINDIA.NS
NMDC,NMDC Limited,EQ,03-MAR-2008,1,1,INE584A01023,1,NMDC.NS
NOCIL,NOCIL Limited,EQ,17-JAN-1996,10,1,INE163A01018,10,NOCIL.NS
NOIDATOLL,Noida Toll Bridge Company Limited,EQ,06-DEC-2002,10,1,INE781B01015,10,NOIDATOLL.NS
NORBTEAEXP,Norben Tea & Exports Limited,BE,26-JUN-1996,10,1,INE369C01017,10,NORBTEAEXP.NS
NORTHARC,Northern Arc Capital Limited,EQ,24-SEP-2024,10,1,INE850M01015,10,NORTHARC.NS
NOVAAGRI,Nova Agritech Limited,EQ,31-JAN-2024,2,1,INE02H701025,2,NOVAAGRI.NS
NPST,Network People Services Technologies Limited,EQ,30-APR-2025,10,1,INE0FFK01017,10,NPST.NS
NRAIL,N R Agarwal Industries Limited,EQ,05-APR-2017,10,1,INE740D01017,10,NRAIL.NS
NRBBEARING,NRB Bearing Limited,EQ,08-MAR-2000,2,1,INE349A01021,2,NRBBEARING.NS
NRL,Nupur Recyclers Limited,EQ,12-JAN-2023,10,1,INE0JM501013,10,NRL.NS
NSIL,Nalwa Sons Investments Limited,EQ,17-NOV-2003,10,1,INE023A01030,10,NSIL.NS
NSLNISP,NMDC Steel Limited,EQ,20-FEB-2023,10,1,INE0NNS01018,10,NSLNISP.NS
NTPC,NTPC Limited,EQ,05-NOV-2004,10,1,INE733E01010,10,NTPC.NS
NTPCGREEN,NTPC Green Energy Limited,EQ,27-NOV-2024,10,1,INE0ONG01011,10,NTPCGREEN.NS
NUCLEUS,Nucleus Software Exports Limited,EQ,19-DEC-2002,10,1,INE096B01018,10,NUCLEUS.NS
NURECA,Nureca Limited,EQ,25-FEB-2021,10,1,INE0DSF01015,10,NURECA.NS
NUVAMA,Nuvama Wealth Management Limited,EQ,26-SEP-2023,10,1,INE531F01015,10,NUVAMA.NS
NUVOCO,Nuvoco Vistas Corporation Limited,EQ,23-AUG-2021,10,1,INE118D01016,10,NUVOCO.NS
NYKAA,FSN E-Commerce Ventures Limited,EQ,10-NOV-2021,1,1,INE388Y01029,1,NYKAA.NS
OAL,Oriental Aromatics Limited,EQ,11-JUL-2019,5,1,INE959C01023,5,OAL.NS
OBCL,Orissa Bengal Carrier Limited,EQ,07-APR-2022,10,1,INE426Z01016,10,OBCL.NS
OBEROIRLTY,Oberoi Realty Limited,EQ,20-OCT-2010,10,1,INE093I01010,10,OBEROIRLTY.NS
OCCLLTD,OCCL Limited,EQ,29-OCT-2024,2,1,INE0PK601023,2,OCCLLTD.NS
ODIGMA,Odigma Consultancy Solutions Limited,BE,12-DEC-2024,1,1,INE054301028,1,ODIGMA.NS
OFSS,Oracle Financial Services Software Limited,EQ,28-JUN-2002,5,1,INE881D01027,5,OFSS.NS
OIL,Oil India Limited,EQ,30-SEP-2009,10,1,INE274J01014,10,OIL.NS
OILCOUNTUB,Oil Country Tubular Limited,EQ,30-AUG-1995,10,1,INE591A01010,10,OILCOUNTUB.NS
OLAELEC,Ola Electric Mobility Limited,EQ,09-AUG-2024,10,1,INE0LXG01040,10,OLAELEC.NS
OLECTRA,Olectra Greentech Limited,EQ,20-MAR-2002,4,1,INE260D01016,4,OLECTRA.NS
OMAXAUTO,Omax Autos Limited,EQ,20-FEB-2003,10,1,INE090B01011,10,OMAXAUTO.NS
OMAXE,Omaxe Limited,EQ,09-AUG-2007,10,1,INE800H01010,10,OMAXE.NS
OMFREIGHT,Om Freight Forwarders Limited,EQ,08-OCT-2025,10,1,INE1BZC01019,10,OMFREIGHT.NS
OMINFRAL,OM INFRA LIMITED,EQ,17-JUN-2011,1,1,INE239D01028,1,OMINFRAL.NS
OMKARCHEM,Omkar Speciality Chemicals Limited,BZ,10-FEB-2011,10,1,INE474L01016,10,OMKARCHEM.NS
ONELIFECAP,Onelife Capital Advisors Limited,BE,17-OCT-2011,10,1,INE912L01015,10,ONELIFECAP.NS
ONEPOINT,One Point One Solutions Limited,EQ,09-MAY-2019,2,1,INE840Y01029,2,ONEPOINT.NS
ONESOURCE,Onesource Specialty Pharma Limited,EQ,24-JAN-2025,1,1,INE013P01021,1,ONESOURCE.NS
ONGC,Oil & Natural Gas Corporation Limited,EQ,19-JUL-1995,5,1,INE213A01029,5,ONGC.NS
ONMOBILE,OnMobile Global Limited,EQ,19-FEB-2008,10,1,INE809I01019,10,ONMOBILE.NS
ONWARDTEC,Onward Technologies Limited,EQ,07-MAR-2001,10,1,INE229A01017,10,ONWARDTEC.NS
OPTIEMUS,Optiemus Infracom Limited,EQ,08-AUG-2017,10,1,INE350C01017,10,OPTIEMUS.NS
ORBTEXP,Orbit Exports Limited,EQ,05-NOV-2013,10,1,INE231G01010,10,ORBTEXP.NS
ORCHASP,Orchasp Limited,EQ,07-FEB-2025,2,1,INE215B01022,2,ORCHASP.NS
ORCHPHARMA,Orchid Pharma Limited,EQ,02-NOV-2020,10,1,INE191A01027,10,ORCHPHARMA.NS
ORICONENT,Oricon Enterprises Limited,BE,24-JUL-2015,2,1,INE730A01022,2,ORICONENT.NS
ORIENTALTL,Oriental Trimex Limited,EQ,07-MAR-2007,10,1,INE998H01012,10,ORIENTALTL.NS
ORIENTBELL,Orient Bell Limited,EQ,14-FEB-2007,10,1,INE607D01018,10,ORIENTBELL.NS
ORIENTCEM,Orient Cement Limited,EQ,12-JUL-2013,1,1,INE876N01018,1,ORIENTCEM.NS
ORIENTCER,ORIENT CERATECH LIMITED,EQ,15-DEC-2005,1,1,INE569C01020,1,ORIENTCER.NS
ORIENTELEC,Orient Electric Limited,EQ,14-MAY-2018,1,1,INE142Z01019,1,ORIENTELEC.NS
ORIENTHOT,Oriental Hotels Limited,EQ,27-AUG-1998,1,1,INE750A01020,1,ORIENTHOT.NS
ORIENTLTD,Orient Press Limited,EQ,03-MAR-2010,10,1,INE609C01024,10,ORIENTLTD.NS
ORIENTPPR,Orient Paper & Industries Limited,EQ,29-MAR-1995,1,1,INE592A01026,1,ORIENTPPR.NS
ORIENTTECH,Orient Technologies Limited,EQ,28-AUG-2024,10,1,INE0PPK01015,10,ORIENTTECH.NS
ORISSAMINE,The Orissa Minerals Development Company Limited,EQ,29-SEP-2010,1,1,INE725E01024,1,ORISSAMINE.NS
ORKLAINDIA,Orkla India Limited,EQ,06-NOV-2025,1,1,INE16NZ01023,1,ORKLAINDIA.NS
ORTEL,Ortel Communications Limited,BZ,19-MAR-2015,10,1,INE849L01019,10,ORTEL.NS
ORTINGLOBE,ORTIN GLOBAL LIMITED,EQ,30-MAR-2021,10,1,INE749B01020,10,ORTINGLOBE.NS
OSIAHYPER,Osia Hyper Retail Limited,EQ,01-DEC-2022,1,1,INE06IR01021,1,OSIAHYPER.NS
OSWALAGRO,Oswal Agro Mills Limited,EQ,29-MAR-1995,10,1,INE142A01012,10,OSWALAGRO.NS
OSWALGREEN,Oswal Greentech Limited,EQ,28-AUG-1996,10,1,INE143A01010,10,OSWALGREEN.NS
OSWALPUMPS,Oswal Pumps Limited,EQ,20-JUN-2025,1,1,INE0BYP01024,1,OSWALPUMPS.NS
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,EQ,28-FEB-2023,2,1,INE00IK01029,2,OSWALSEEDS.NS
PACEDIGITK,Pace Digitek Limited,EQ,06-OCT-2025,2,1,INE0S3G01027,2,PACEDIGITK.NS
PAGEIND,Page Industries Limited,EQ,16-MAR-2007,10,1,INE761H01022,10,PAGEIND.NS
PAISALO,Paisalo Digital Limited,EQ,17-OCT-2011,1,1,INE420C01059,1,PAISALO.NS
PAKKA,PAKKA LIMITED,EQ,11-JUL-2023,10,1,INE551D01018,10,PAKKA.NS
PALASHSECU,Palash Securities Limited,EQ,28-JUL-2017,10,1,INE471W01019,10,PALASHSECU.NS
PALREDTEC,Palred Technologies Limited,EQ,09-MAY-2016,10,1,INE218G01033,10,PALREDTEC.NS
PANACEABIO,Panacea Biotec Limited,EQ,17-APR-1996,1,1,INE922B01023,1,PANACEABIO.NS
PANACHE,Panache Digilife Limited,BE,06-JAN-2020,10,1,INE895W01019,10,PANACHE.NS
PANAMAPET,Panama Petrochem Limited,EQ,30-SEP-2011,2,1,INE305C01029,2,PANAMAPET.NS
PANSARI,Pansari Developers Limited,BE,18-OCT-2021,10,1,INE697V01011,10,PANSARI.NS
PAR,Par Drugs And Chemicals Limited,EQ,16-SEP-2021,10,1,INE04LG01015,10,PAR.NS
PARACABLES,Paramount Communications Limited,EQ,03-JAN-2007,2,1,INE074B01023,2,PARACABLES.NS
PARADEEP,Paradeep Phosphates Limited,EQ,27-MAY-2022,10,1,INE088F01024,10,PARADEEP.NS
PARAGMILK,Parag Milk Foods Limited,EQ,19-MAY-2016,10,1,INE883N01014,10,PARAGMILK.NS
PARAS,Paras Defence and Space Technologies Limited,EQ,01-OCT-2021,5,1,INE045601023,5,PARAS.NS
PARASPETRO,Paras Petrofils Limited,EQ,14-FEB-1996,1,1,INE162C01024,1,PARASPETRO.NS
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,EQ,12-FEB-2024,1,1,INE988S01028,1,PARKHOTELS.NS
PARSVNATH,Parsvnath Developers Limited,EQ,30-NOV-2006,5,1,INE561H01026,5,PARSVNATH.NS
PASHUPATI,Pashupati Cotspin Limited,EQ,17-JUL-2025,10,1,INE124Y01010,10,PASHUPATI.NS
PASUPTAC,Pasupati Acrylon Limited,EQ,12-OCT-2021,10,1,INE818B01023,10,PASUPTAC.NS
PATANJALI,Patanjali Foods Limited,EQ,24-JAN-2020,2,1,INE619A01035,2,PATANJALI.NS
PATELENG,Patel Engineering Limited,EQ,24-FEB-2005,1,1,INE244B01030,1,PATELENG.NS
PATELRMART,Patel Retail Limited,EQ,26-AUG-2025,10,1,INE0R8B01010,10,PATELRMART.NS
PATINTLOG,Patel Integrated Logistics Limited,EQ,11-JAN-2008,10,1,INE529D01014,10,PATINTLOG.NS
PAUSHAKLTD,Paushak Limited,EQ,01-DEC-2025,5,1,INE111F01024,5,PAUSHAKLTD.NS
PAVNAIND,Pavna Industries Limited,EQ,01-JUN-2023,1,1,INE07S101038,1,PAVNAIND.NS
PAYTM,One 97 Communications Limited,EQ,18-NOV-2021,1,1,INE982J01020,1,PAYTM.NS
PCBL,PCBL Chemical Limited,EQ,29-MAR-1995,1,1,INE602A01031,1,PCBL.NS
PCJEWELLER,PC Jeweller Limited,EQ,27-DEC-2012,1,1,INE785M01021,1,PCJEWELLER.NS
PDMJEPAPER,Pudumjee Paper Products Limited,EQ,30-MAR-2016,1,1,INE865T01018,1,PDMJEPAPER.NS
PDSL,PDS Limited,EQ,21-OCT-2014,2,1,INE111Q01021,2,PDSL.NS
PEARLPOLY,Pearl Polymers Limited,EQ,11-OCT-1995,10,1,INE844A01013,10,PEARLPOLY.NS
PENIND,Pennar Industries Limited,EQ,25-NOV-2010,5,1,INE932A01024,5,PENIND.NS
PENINLAND,Peninsula Land Limited,EQ,08-FEB-1995,2,1,INE138A01028,2,PENINLAND.NS
PERSISTENT,Persistent Systems Limited,EQ,06-APR-2010,5,1,INE262H01021,5,PERSISTENT.NS
PETRONET,Petronet LNG Limited,EQ,26-MAR-2004,10,1,INE347G01014,10,PETRONET.NS
PFC,Power Finance Corporation Limited,EQ,23-FEB-2007,10,1,INE134E01011,10,PFC.NS
PFIZER,Pfizer Limited,EQ,28-APR-1999,10,1,INE182A01018,10,PFIZER.NS
PFOCUS,Prime Focus Limited,EQ,20-JUN-2006,1,1,INE367G01038,1,PFOCUS.NS
PFS,PTC India Financial Services Limited,EQ,30-MAR-2011,10,1,INE560K01014,10,PFS.NS
PGEL,PG Electroplast Limited,EQ,26-SEP-2011,1,1,INE457L01029,1,PGEL.NS
PGHH,Procter & Gamble Hygiene and Health Care Limited,EQ,07-JUL-2004,10,1,INE179A01014,10,PGHH.NS
PGHL,Procter & Gamble Health Limited,EQ,24-APR-1996,10,1,INE199A01012,10,PGHL.NS
PGIL,Pearl Global Industries Limited,EQ,15-FEB-2007,5,1,INE940H01022,5,PGIL.NS
PHOENIXLTD,The Phoenix Mills Limited,EQ,23-APR-2007,2,1,INE211B01039,2,PHOENIXLTD.NS
PICCADIL,Piccadily Agro Industries Limited,EQ,02-JUL-2025,10,1,INE546C01010,10,PICCADIL.NS
PIDILITIND,Pidilite Industries Limited,EQ,29-MAR-1995,1,1,INE318A01026,1,PIDILITIND.NS
PIGL,Power & Instrumentation (Gujarat) Limited,EQ,17-MAY-2023,10,1,INE557Z01018,10,PIGL.NS
PIIND,PI Industries Limited,EQ,15-JUN-2011,1,1,INE603J01030,1,PIIND.NS
PILANIINVS,Pilani Investment and Industries Corporation Limited,EQ,08-DEC-2015,10,1,INE417C01014,10,PILANIINVS.NS
PILITA,PIL ITALICA LIFESTYLE LIMITED,EQ,07-OCT-2013,1,1,INE600A01035,1,PILITA.NS
PINELABS,Pine Labs Limited,EQ,14-NOV-2025,1,1,INE15B701018,1,PINELABS.NS
PIONEEREMB,Pioneer Embroideries Limited,EQ,16-MAY-2006,10,1,INE156C01018,10,PIONEEREMB.NS
PIRAMALFIN,Piramal Finance Limited,EQ,07-NOV-2025,2,1,INE202B01038,2,PIRAMALFIN.NS
PITTIENG,Pitti Engineering Limited,EQ,02-FEB-2007,5,1,INE450D01021,5,PITTIENG.NS
PIXTRANS,Pix Transmissions Limited,EQ,28-APR-2022,10,1,INE751B01018,10,PIXTRANS.NS
PKTEA,The Peria Karamalai Tea & Produce Company Limited,EQ,19-AUG-2015,10,1,INE431F01018,10,PKTEA.NS
PLASTIBLEN,Plastiblends India Limited,EQ,28-DEC-2006,5,1,INE083C01022,5,PLASTIBLEN.NS
PLATIND,Platinum Industries Limited,EQ,05-MAR-2024,10,1,INE0PT501018,10,PLATIND.NS
PLAZACABLE,Plaza Wires Limited,EQ,12-OCT-2023,10,1,INE0INJ01017,10,PLAZACABLE.NS
PNB,Punjab National Bank,EQ,24-APR-2002,2,1,INE160A01022,2,PNB.NS
PNBGILTS,PNB Gilts Limited,EQ,18-SEP-2000,10,1,INE859A01011,10,PNBGILTS.NS
PNBHOUSING,PNB Housing Finance Limited,EQ,07-NOV-2016,10,1,INE572E01012,10,PNBHOUSING.NS
PNC,Pritish Nandy Communications Limited,EQ,11-DEC-2000,10,1,INE392B01011,10,PNC.NS
PNCINFRA,PNC Infratech Limited,EQ,26-MAY-2015,2,1,INE195J01029,2,PNCINFRA.NS
PNGJL,P N Gadgil Jewellers Limited,EQ,17-SEP-2024,10,1,INE953R01016,10,PNGJL.NS
POCL,Pondy Oxides & Chemicals Limited,EQ,06-MAR-2023,5,1,INE063E01053,5,POCL.NS
PODDARMENT,Poddar Pigments Limited,EQ,22-NOV-2016,10,1,INE371C01013,10,PODDARMENT.NS
POKARNA,Pokarna Limited,EQ,07-JUL-2016,2,1,INE637C01025,2,POKARNA.NS
POLICYBZR,PB Fintech Limited,EQ,15-NOV-2021,2,1,INE417T01026,2,POLICYBZR.NS
POLYCAB,Polycab India Limited,EQ,16-APR-2019,10,1,INE455K01017,10,POLYCAB.NS
POLYMED,Poly Medicure Limited,EQ,07-DEC-2011,5,1,INE205C01021,5,POLYMED.NS
POLYPLEX,Polyplex Corporation Limited,EQ,11-APR-2003,10,1,INE633B01018,10,POLYPLEX.NS
PONNIERODE,Ponni Sugars (Erode) Limited,EQ,16-APR-2002,10,1,INE838E01017,10,PONNIERODE.NS
POONAWALLA,Poonawalla Fincorp Limited,EQ,27-APR-2004,2,1,INE511C01022,2,POONAWALLA.NS
POWERGRID,Power Grid Corporation of India Limited,EQ,05-OCT-2007,10,1,INE752E01010,10,POWERGRID.NS
POWERINDIA,Hitachi Energy India Limited,EQ,30-MAR-2020,2,1,INE07Y701011,2,POWERINDIA.NS
POWERMECH,Power Mech Projects Limited,EQ,26-AUG-2015,10,1,INE211R01019,10,POWERMECH.NS
PPAP,PPAP Automotive Limited,EQ,11-JAN-2008,10,1,INE095I01015,10,PPAP.NS
PPL,Prakash Pipes Limited,EQ,14-JUN-2019,10,1,INE050001010,10,PPL.NS
PPLPHARMA,Piramal Pharma Limited,EQ,19-OCT-2022,10,1,INE0DK501011,10,PPLPHARMA.NS
PRABHA,Prabha Energy Limited,EQ,19-MAR-2025,1,1,INE0I0M01023,1,PRABHA.NS
PRAENG,Prajay Engineers Syndicate Limited,BE,02-JAN-2007,10,1,INE505C01016,10,PRAENG.NS
PRAJIND,Praj Industries Limited,EQ,11-OCT-1995,2,1,INE074A01025,2,PRAJIND.NS
PRAKASH,Prakash Industries Limited,EQ,10-MAY-1995,10,1,INE603A01013,10,PRAKASH.NS
PRAKASHSTL,Prakash Steelage Limited,EQ,25-AUG-2010,1,1,INE696K01024,1,PRAKASHSTL.NS
PRAXIS,Praxis Home Retail Limited,EQ,31-JAN-2018,5,1,INE546Y01022,5,PRAXIS.NS
PRECAM,Precision Camshafts Limited,EQ,08-FEB-2016,10,1,INE484I01029,10,PRECAM.NS
PRECOT,Precot Limited,EQ,19-AUG-2005,10,1,INE283A01014,10,PRECOT.NS
PRECWIRE,Precision Wires India Limited,EQ,06-SEP-1995,1,1,INE372C01037,1,PRECWIRE.NS
PREMEXPLN,Premier Explosives Limited,EQ,17-JUN-2016,2,1,INE863B01029,2,PREMEXPLN.NS
PREMIER,Premier Limited,BE,03-APR-1996,10,1,INE342A01018,10,PREMIER.NS
PREMIERENE,Premier Energies Limited,EQ,03-SEP-2024,1,1,INE0BS701011,1,PREMIERENE.NS
PREMIERPOL,Premier Polyfilm Limited,EQ,13-DEC-1995,1,1,INE309M01020,1,PREMIERPOL.NS
PRESTIGE,Prestige Estates Projects Limited,EQ,27-OCT-2010,10,1,INE811K01011,10,PRESTIGE.NS
PRICOLLTD,Pricol Limited,EQ,10-FEB-2017,1,1,INE726V01018,1,PRICOLLTD.NS
PRIMESECU,Prime Securities Limited,EQ,17-JUN-2005,5,1,INE032B01021,5,PRIMESECU.NS
PRIMO,Primo Chemicals Limited,EQ,22-APR-2025,2,1,INE607A01022,2,PRIMO.NS
PRINCEPIPE,Prince Pipes And Fittings Limited,EQ,30-DEC-2019,10,1,INE689W01016,10,PRINCEPIPE.NS
PRITI,Priti International Limited,EQ,02-MAR-2022,10,1,INE974Z01015,10,PRITI.NS
PRITIKAUTO,Pritika Auto Industries Limited,EQ,10-AUG-2021,2,1,INE583R01029,2,PRITIKAUTO.NS
PRIVISCL,Privi Speciality Chemicals Limited,EQ,08-MAY-2015,10,1,INE959A01019,10,PRIVISCL.NS
PROSTARM,Prostarm Info Systems Limited,EQ,03-JUN-2025,10,1,INE0BX301013,10,PROSTARM.NS
PROTEAN,Protean eGov Technologies Limited,EQ,06-FEB-2025,10,1,INE004A01022,10,PROTEAN.NS
PROZONER,Prozone Realty Limited,BE,12-SEP-2012,2,1,INE195N01013,2,PROZONER.NS
PRSMJOHNSN,Prism Johnson Limited,EQ,20-AUG-2003,10,1,INE010A01011,10,PRSMJOHNSN.NS
PRUDENT,Prudent Corporate Advisory Services Limited,EQ,20-MAY-2022,5,1,INE00F201020,5,PRUDENT.NS
PRUDMOULI,Prudential Sugar Corporation Limited,EQ,10-MAY-1995,10,100,INE024D01016,10,PRUDMOULI.NS
PSB,Punjab & Sind Bank,EQ,30-DEC-2010,10,1,INE608A01012,10,PSB.NS
PSPPROJECT,PSP Projects Limited,EQ,29-MAY-2017,10,1,INE488V01015,10,PSPPROJECT.NS
PTC,PTC India Limited,EQ,07-APR-2004,10,1,INE877F01012,10,PTC.NS
PTCIL,PTC Industries Limited,EQ,09-JUN-2023,10,1,INE596F01018,10,PTCIL.NS
PTL,PTL Enterprises Limited,EQ,29-JAN-2007,1,1,INE034D01049,1,PTL.NS
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,EQ,08-MAR-2007,10,1,INE277B01014,10,PUNJABCHEM.NS
PURVA,Puravankara Limited,EQ,30-AUG-2007,5,1,INE323I01011,5,PURVA.NS
PVP,PVP Ventures Limited,BE,03-APR-1996,10,1,INE362A01016,10,PVP.NS
PVRINOX,PVR INOX Limited,EQ,04-JAN-2006,10,1,INE191H01014,10,PVRINOX.NS
PVSL,Popular Vehicles and Services Limited,EQ,19-MAR-2024,2,1,INE772T01024,2,PVSL.NS
PWL,Physicswallah Limited,EQ,18-NOV-2025,1,1,INE0LP301011,1,PWL.NS
PYRAMID,Pyramid Technoplast Limited,EQ,29-AUG-2023,10,1,INE0MIS01010,10,PYRAMID.NS
QPOWER,Quality Power Electrical Equipments Limited,EQ,24-FEB-2025,10,1,INE0SII01026,10,QPOWER.NS
QUADFUTURE,Quadrant Future Tek Limited,EQ,14-JAN-2025,10,1,INE0LRY01011,10,QUADFUTURE.NS
QUESS,Quess Corp Limited,EQ,12-JUL-2016,10,1,INE615P01015,10,QUESS.NS
QUICKHEAL,Quick Heal Technologies Limited,EQ,18-FEB-2016,10,1,INE306L01010,10,QUICKHEAL.NS
RACE,Race Eco Chain Limited,EQ,09-MAY-2023,10,1,INE084Q01012,10,RACE.NS
RACLGEAR,RACL Geartech Limited,EQ,27-NOV-2024,10,1,INE704B01017,10,RACLGEAR.NS
RADAAN,Radaan Mediaworks India Limited,EQ,27-FEB-2003,2,1,INE874F01027,2,RADAAN.NS
RADHIKAJWE,Radhika Jeweltech Limited,EQ,18-JUL-2022,2,1,INE583V01021,2,RADHIKAJWE.NS
RADIANTCMS,Radiant Cash Management Services Limited,EQ,04-JAN-2023,1,1,INE855R01021,1,RADIANTCMS.NS
RADICO,Radico Khaitan Limited,EQ,18-JUN-2003,2,1,INE944F01028,2,RADICO.NS
RADIOCITY,Music Broadcast Limited,EQ,17-MAR-2017,2,1,INE919I01024,2,RADIOCITY.NS
RAILTEL,Railtel Corporation Of India Limited,EQ,26-FEB-2021,10,1,INE0DD101019,10,RAILTEL.NS
RAIN,Rain Industries Limited,EQ,03-MAR-2008,2,1,INE855B01025,2,RAIN.NS
RAINBOW,Rainbow Childrens Medicare Limited,EQ,10-MAY-2022,10,1,INE961O01016,10,RAINBOW.NS
RAJESHEXPO,Rajesh Exports Limited,EQ,09-FEB-2000,1,1,INE343B01030,1,RAJESHEXPO.NS
RAJMET,Rajnandini Metal Limited,EQ,16-FEB-2021,1,1,INE00KV01022,1,RAJMET.NS
RAJOOENG,Rajoo Engineers Limited,EQ,29-MAY-2025,1,1,INE535F01024,1,RAJOOENG.NS
RAJRATAN,Rajratan Global Wire Limited,EQ,22-MAY-2020,2,1,INE451D01029,2,RAJRATAN.NS
RAJRILTD,Raj Rayon Industries Limited,BE,16-MAR-2022,1,1,INE533D01032,1,RAJRILTD.NS
RAJSREESUG,Rajshree Sugars & Chemicals Limited,EQ,29-MAR-1995,10,1,INE562B01019,10,RAJSREESUG.NS
RAJTV,Raj Television Network Limited,EQ,16-MAR-2007,5,1,INE952H01027,5,RAJTV.NS
RALLIS,Rallis India Limited,EQ,01-APR-1999,1,1,INE613A01020,1,RALLIS.NS
RAMANEWS,Shree Rama Newsprint Limited,EQ,20-SEP-2006,10,1,INE278B01020,10,RAMANEWS.NS
RAMAPHO,Rama Phosphates Limited,EQ,05-AUG-2022,5,1,INE809A01032,5,RAMAPHO.NS
RAMASTEEL,Rama Steel Tubes Limited,EQ,19-AUG-2015,1,1,INE230R01035,1,RAMASTEEL.NS
RAMCOCEM,The Ramco Cements Limited,EQ,09-APR-1997,1,1,INE331A01037,1,RAMCOCEM.NS
RAMCOIND,Ramco Industries Limited,EQ,06-NOV-1996,1,1,INE614A01028,1,RAMCOIND.NS
RAMCOSYS,Ramco Systems Limited,EQ,12-APR-2000,10,1,INE246B01019,10,RAMCOSYS.NS
RAMKY,Ramky Infrastructure Limited,EQ,08-OCT-2010,10,1,INE874I01013,10,RAMKY.NS
RAMRAT,Ram Ratna Wires Limited,EQ,29-JUL-2022,5,1,INE207E01023,5,RAMRAT.NS
RANASUG,Rana Sugars Limited,EQ,24-FEB-2005,10,1,INE625B01014,10,RANASUG.NS
RANEHOLDIN,Rane Holdings Limited,EQ,24-SEP-1997,10,1,INE384A01010,10,RANEHOLDIN.NS
RATEGAIN,Rategain Travel Technologies Limited,EQ,17-DEC-2021,1,1,INE0CLI01024,1,RATEGAIN.NS
RATNAMANI,Ratnamani Metals & Tubes Limited,EQ,09-MAY-2006,2,1,INE703B01027,2,RATNAMANI.NS
RATNAVEER,Ratnaveer Precision Engineering Limited,EQ,11-SEP-2023,10,1,INE05CZ01011,10,RATNAVEER.NS
RAYMOND,Raymond Limited,EQ,18-OCT-1995,10,1,INE301A01014,10,RAYMOND.NS
RAYMONDLSL,Raymond Lifestyle Limited,EQ,05-SEP-2024,2,1,INE02ID01020,2,RAYMONDLSL.NS
RAYMONDREL,Raymond Realty Limited,EQ,01-JUL-2025,10,1,INE1SY401010,10,RAYMONDREL.NS
RBA,Restaurant Brands Asia Limited,EQ,14-DEC-2020,10,1,INE07T201019,10,RBA.NS
RBLBANK,RBL Bank Limited,EQ,31-AUG-2016,10,1,INE976G01028,10,RBLBANK.NS
RBZJEWEL,RBZ Jewellers Limited,EQ,27-DEC-2023,10,1,INE0PEQ01016,10,RBZJEWEL.NS
RCF,Rashtriya Chemicals and Fertilizers Limited,EQ,07-JAN-1998,10,1,INE027A01015,10,RCF.NS
RCOM,Reliance Communications Limited,BE,06-MAR-2006,5,1,INE330H01018,5,RCOM.NS
